PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Sylvester Jasper,Right,LM,Med,Low,63,85,58,55,65,33,50,3,NA,NA,NA,NA,NA,NA
Jason Geria,Right,RB,High,Med,63,72,36,52,59,59,72,2,NA,NA,NA,NA,NA,NA
Ronan Finn,Right,RWB,High,High,63,61,58,61,63,55,71,3,NA,NA,NA,NA,NA,NA
Dominik Franke,Left,LB,High,Med,63,66,33,54,62,59,64,2,NA,NA,NA,NA,NA,NA
Victor Boniface,Right,ST,Med,Med,63,76,63,49,66,25,63,3,NA,NA,NA,NA,NA,NA
Elliott Whitehouse,Right,CM,High,High,63,68,59,59,64,57,77,2,NA,NA,NA,NA,NA,NA
Can Coşkun,Left,LB,High,Med,63,76,51,58,63,58,60,2,NA,NA,NA,NA,NA,NA
Jun Su Kim,Right,CB,Low,High,63,71,24,48,61,60,68,2,NA,NA,NA,NA,NA,NA
Leigh Broxham,Right,CB,Med,High,63,39,51,52,56,61,83,2,NA,NA,NA,NA,NA,NA
Kai Brünker,Right,ST,High,High,63,67,62,47,56,22,81,2,NA,NA,NA,NA,NA,NA
Matthew Smith,Right,CDM,Med,Med,63,64,54,60,64,60,58,2,NA,NA,NA,NA,NA,NA
Danny Rose,Right,ST,High,Med,63,79,62,53,65,44,67,2,NA,NA,NA,NA,NA,NA
Gustaf Norlin,Left,RM,Med,Med,63,73,56,58,62,35,55,2,NA,NA,NA,NA,NA,NA
Christie Elliott,Right,RB,High,Med,63,76,56,56,62,59,73,2,NA,NA,NA,NA,NA,NA
Adam May,Right,CM,Med,Med,63,73,57,59,62,58,68,2,NA,NA,NA,NA,NA,NA
Abdulfatah Adam,Right,ST,High,Low,63,74,63,47,64,19,63,2,NA,NA,NA,NA,NA,NA
Greg Bolger,Right,CDM,Med,High,63,50,53,58,56,60,70,2,NA,NA,NA,NA,NA,NA
Harrison McGahey,Right,CB,Med,Med,63,73,32,47,48,62,72,2,NA,NA,NA,NA,NA,NA
Davide Itter,Right,RB,Med,Med,63,63,39,58,62,60,60,2,NA,NA,NA,NA,NA,NA
Kyle John,Right,RB,High,Med,63,69,43,54,62,60,55,2,NA,NA,NA,NA,NA,NA
Ariel Shuartzman,Right,CM,Med,Med,63,61,56,57,63,52,53,2,NA,NA,NA,NA,NA,NA
Jens-Martin Gammelby,Right,RWB,High,Med,63,76,57,57,61,56,73,3,NA,NA,NA,NA,NA,NA
Dawid Abramowicz,Left,LB,Med,Med,63,77,45,58,46,58,72,2,NA,NA,NA,NA,NA,NA
Nkanyiso Zungu,Left,CAM,Med,Med,63,75,47,62,68,51,68,3,NA,NA,NA,NA,NA,NA
Runar Espejord,Right,ST,High,Low,63,62,64,49,58,29,66,2,NA,NA,NA,NA,NA,NA
Mickel Miller,Left,LM,Med,Med,63,73,62,55,63,20,58,2,NA,NA,NA,NA,NA,NA
Răzvan Trif,Left,LB,High,Med,63,72,45,54,58,59,62,2,NA,NA,NA,NA,NA,NA
Tom Nichols,Right,ST,High,High,63,78,62,55,64,25,62,3,NA,NA,NA,NA,NA,NA
Gerrit Gohlke,Right,CB,Med,Med,63,61,28,42,45,61,72,2,NA,NA,NA,NA,NA,NA
Manuel De Iriondo,Right,CDM,Med,High,63,66,54,56,59,61,74,2,NA,NA,NA,NA,NA,NA
Ali Lajami,Right,CB,Med,Med,63,76,47,53,55,63,70,2,NA,NA,NA,NA,NA,NA
Callum Wright,Right,CM,Med,Med,63,66,59,62,66,55,66,3,NA,NA,NA,NA,NA,NA
Igor Łasicki,Right,CB,Med,High,63,47,34,48,48,62,71,2,NA,NA,NA,NA,NA,NA
Roberto Romeo,Right,RB,Med,Med,63,78,57,59,61,56,67,3,NA,NA,NA,NA,NA,NA
Luke Le Roux,Right,CDM,Med,High,63,65,46,58,63,58,69,2,NA,NA,NA,NA,NA,NA
Anass Achahbar,Left,ST,Med,Low,63,65,60,58,67,29,66,4,NA,NA,NA,NA,NA,NA
Tashan Oakley-Boothe,Right,CM,Med,Med,63,64,41,63,62,59,60,3,NA,NA,NA,NA,NA,NA
Bartłomiej Wdowik,Left,LWB,Med,Med,63,73,45,56,59,57,63,2,NA,NA,NA,NA,NA,NA
Jake McGing,Right,RB,Med,High,63,61,37,52,54,63,70,2,NA,NA,NA,NA,NA,NA
Johan Caballero,Right,RM,Med,Med,63,73,50,57,65,44,60,2,NA,NA,NA,NA,NA,NA
Jeron Al-Hazaimeh,Left,CB,Med,Med,63,68,40,51,56,61,72,2,NA,NA,NA,NA,NA,NA
Ben Gladwin,Right,CM,Med,Med,63,67,57,64,64,56,73,3,NA,NA,NA,NA,NA,NA
Lars Olden Larsen,Right,RM,High,Med,63,76,60,56,65,52,55,3,NA,NA,NA,NA,NA,NA
Teichgräber,Left,LWB,High,Med,63,73,41,55,63,57,63,2,NA,NA,NA,NA,NA,NA
Abu Danladi,Right,ST,Med,Med,63,76,63,54,64,39,65,2,NA,NA,NA,NA,NA,NA
Sam Lavelle,Right,CB,Low,Med,63,55,29,41,46,62,76,2,NA,NA,NA,NA,NA,NA
Tomoya Fujii,Right,LM,High,Med,63,69,46,58,66,40,51,3,NA,NA,NA,NA,NA,NA
Djibril Dianessy,Left,CAM,High,Low,63,71,62,54,66,28,46,3,NA,NA,NA,NA,NA,NA
Matthew Dolan,Left,CB,High,Med,63,59,55,61,63,62,69,2,NA,NA,NA,NA,NA,NA
Khaled Al Kaabi,Right,RM,High,Med,63,83,57,55,64,21,51,3,NA,NA,NA,NA,NA,NA
Blake Bodily,Left,RM,High,Med,63,71,56,61,64,54,54,2,NA,NA,NA,NA,NA,NA
Fiacre Kelleher,Right,CB,High,High,63,55,31,42,46,61,77,2,NA,NA,NA,NA,NA,NA
Ciaron Brown,Left,CB,Med,Med,63,62,42,49,54,63,66,2,NA,NA,NA,NA,NA,NA
Harvey Rodgers,Right,RWB,Med,Med,63,72,39,52,58,60,69,2,NA,NA,NA,NA,NA,NA
Marco Ehmann,Right,CB,Med,Med,63,82,25,40,47,61,71,2,NA,NA,NA,NA,NA,NA
Fredrik Krogstad,Right,CM,Med,Med,63,65,54,64,63,56,68,2,NA,NA,NA,NA,NA,NA
Mathieu Baudry,Right,CB,Med,High,63,47,32,48,57,62,72,2,NA,NA,NA,NA,NA,NA
Mohammed Al Saiari,Right,ST,Med,Med,63,69,61,53,60,36,74,2,NA,NA,NA,NA,NA,NA
Shogo Nakahara,Right,CM,Med,Med,63,69,54,64,64,49,62,2,NA,NA,NA,NA,NA,NA
Daiki Kaneko,Right,CDM,Med,Med,63,59,58,60,63,58,61,2,NA,NA,NA,NA,NA,NA
George Ganea,Right,ST,Med,Low,63,76,59,57,64,30,62,3,NA,NA,NA,NA,NA,NA
Jostein Gundersen,Right,CB,Med,Med,63,55,35,47,48,63,66,2,NA,NA,NA,NA,NA,NA
Samuel Mensiro,Right,RB,Med,High,63,74,38,53,57,56,76,2,NA,NA,NA,NA,NA,NA
Moussa Diallo,Right,RB,Med,Med,63,68,43,54,61,59,68,2,NA,NA,NA,NA,NA,NA
Sebastián Ramírez,Right,RM,Med,Low,63,75,54,57,63,32,56,2,NA,NA,NA,NA,NA,NA
Jon Gallagher,Right,LM,High,Med,63,79,55,56,62,50,60,2,NA,NA,NA,NA,NA,NA
Clarke Oduor,Left,LWB,Med,Med,63,77,41,56,64,57,58,3,NA,NA,NA,NA,NA,NA
Víctor Ábrego,Right,ST,Med,Med,63,62,64,49,65,40,57,2,NA,NA,NA,NA,NA,NA
Łukasz Sekulski,Right,ST,Med,Med,63,70,62,39,63,26,69,3,NA,NA,NA,NA,NA,NA
Mohamed Youssouf,Left,RB,Med,Med,63,70,45,60,64,57,59,2,NA,NA,NA,NA,NA,NA
Chan Dong Lee,Right,CM,Med,High,63,56,58,60,60,65,77,2,NA,NA,NA,NA,NA,NA
Alec Georgen,Right,RB,Med,Med,63,72,49,55,65,60,55,2,NA,NA,NA,NA,NA,NA
Alejandro Gómez,Left,LB,Med,High,63,67,34,48,59,61,60,2,NA,NA,NA,NA,NA,NA
Anthony Forde,Right,RB,High,Low,63,74,60,63,65,56,59,3,NA,NA,NA,NA,NA,NA
Julien Ponceau,Right,CAM,Med,Med,63,73,53,60,67,45,52,3,NA,NA,NA,NA,NA,NA
Nkosi Burgess,Right,CB,High,Med,63,59,34,45,52,61,75,2,NA,NA,NA,NA,NA,NA
Bagayoko,Right,RB,High,Med,63,76,27,52,61,62,62,3,NA,NA,NA,NA,NA,NA
Seung Min Song,Right,ST,Med,Med,63,76,57,60,63,42,75,3,NA,NA,NA,NA,NA,NA
Hélder Luís Vieira Tavares,Right,CDM,Med,High,63,59,55,58,60,61,67,2,NA,NA,NA,NA,NA,NA
Ulrich Bapoh,Right,CAM,Med,Med,63,75,62,55,66,35,63,2,NA,NA,NA,NA,NA,NA
Kevin Walker,Right,CM,Med,High,63,54,59,64,62,60,68,2,NA,NA,NA,NA,NA,NA
Tobias Klysner,Right,RM,High,Med,63,80,55,55,65,43,65,3,NA,NA,NA,NA,NA,NA
Rafael António Pereira,Left,CB,Med,Med,63,71,33,46,55,62,70,2,NA,NA,NA,NA,NA,NA
Fabian Schubert,Right,ST,High,Med,63,71,63,46,54,34,73,2,NA,NA,NA,NA,NA,NA
Isaac Vassell,Right,ST,Med,Med,63,81,62,48,62,33,61,2,NA,NA,NA,NA,NA,NA
Handwalla Bwana,Right,LM,High,Med,63,75,56,57,66,38,49,3,NA,NA,NA,NA,NA,NA
Dan Gardner,Right,LM,Med,Med,63,65,61,62,64,52,64,3,NA,NA,NA,NA,NA,NA
Jarlín Quintero,Right,ST,Med,Med,63,69,65,49,62,22,61,2,NA,NA,NA,NA,NA,NA
Tanner Tessmann,Right,CDM,Med,Med,63,67,47,63,65,56,69,2,NA,NA,NA,NA,NA,NA
Vamara Sanogo,Left,ST,Med,Low,63,74,60,50,62,26,77,2,NA,NA,NA,NA,NA,NA
Keith Watson,Right,CB,Med,High,63,50,48,56,57,63,71,2,NA,NA,NA,NA,NA,NA
Charles Dunne,Left,CB,Med,High,63,75,38,47,56,61,67,2,NA,NA,NA,NA,NA,NA
Tyreece John-Jules,Right,ST,Med,Med,63,77,61,51,63,21,58,3,NA,NA,NA,NA,NA,NA
Jonatan Carmona Álamo,Right,CDM,Med,Med,63,63,45,62,65,61,48,3,NA,NA,NA,NA,NA,NA
Mihai Roman,Left,ST,High,Low,63,55,65,53,59,36,66,2,NA,NA,NA,NA,NA,NA
Yaseen Barnawi,Right,RB,Med,Med,63,71,38,52,59,59,72,2,NA,NA,NA,NA,NA,NA
Riyadh Sharahili,Right,CDM,High,Med,63,49,49,57,59,58,75,2,NA,NA,NA,NA,NA,NA
Rodrigo Schlegel,Right,CB,Low,Med,63,51,32,33,36,64,75,2,NA,NA,NA,NA,NA,NA
Roberto Piccoli,Right,ST,Med,Med,63,51,63,48,59,34,62,2,NA,NA,NA,NA,NA,NA
John Akinde,Right,ST,Med,Low,63,72,60,48,58,36,83,2,NA,NA,NA,NA,NA,NA
Filip Jørgensen,Right,CM,Med,Med,63,66,47,59,65,56,62,3,NA,NA,NA,NA,NA,NA
Mark Brink,Right,CM,Med,Med,63,66,54,61,65,57,63,2,NA,NA,NA,NA,NA,NA
Juhani Ojala,Right,CB,Med,Med,63,34,26,46,50,63,73,2,NA,NA,NA,NA,NA,NA
Ahmed Al Zain,Left,LM,High,Low,63,76,58,56,66,42,61,3,NA,NA,NA,NA,NA,NA
Aaron Herzog,Right,RM,Med,Low,63,81,47,59,66,44,59,3,NA,NA,NA,NA,NA,NA
Yves-Simon Pambou,Left,CM,Med,High,63,71,48,61,66,60,61,3,NA,NA,NA,NA,NA,NA
Miguel Nazarit,Right,CB,Med,Med,63,67,29,33,45,62,78,2,NA,NA,NA,NA,NA,NA
James Hill,Right,CB,Med,Med,63,67,25,43,49,62,69,2,NA,NA,NA,NA,NA,NA
Federico Versaci,Left,LW,Med,Med,63,78,62,54,66,27,46,2,NA,NA,NA,NA,NA,NA
Michael Omoh,Right,ST,Med,Low,63,81,60,55,66,37,75,3,NA,NA,NA,NA,NA,NA
Jordon Mutch,Right,CDM,Med,Low,63,57,62,65,63,59,67,3,NA,NA,NA,NA,NA,NA
Won Sik Kim,Right,CDM,Med,High,63,71,37,52,50,62,76,2,NA,NA,NA,NA,NA,NA
Fraser Horsfall,Right,CB,Med,Med,63,54,32,42,41,61,77,2,NA,NA,NA,NA,NA,NA
Ammar Al Najjar,Right,RM,High,Med,63,78,55,60,64,44,54,3,NA,NA,NA,NA,NA,NA
Nicolas Bruneel,Right,CM,High,Med,63,73,60,58,63,60,57,2,NA,NA,NA,NA,NA,NA
Kaan Kairinen,Left,CM,Med,Med,63,66,51,61,64,55,62,2,NA,NA,NA,NA,NA,NA
Lisheng Liao,Right,CM,Med,Med,63,67,59,62,63,63,65,3,NA,NA,NA,NA,NA,NA
Robin Kehr,Left,LM,Med,Med,63,89,57,56,61,27,59,3,NA,NA,NA,NA,NA,NA
Khalid Al Ghannam,Right,LM,High,Low,63,73,54,54,73,29,44,4,NA,NA,NA,NA,NA,NA
Janne Saksela,Right,RB,Med,Med,63,70,39,57,59,58,63,2,NA,NA,NA,NA,NA,NA
Ryan Flynn,Right,CM,Med,Med,63,51,57,64,64,59,61,2,NA,NA,NA,NA,NA,NA
Paul Digby,Right,CDM,Med,High,63,45,52,57,56,61,76,2,NA,NA,NA,NA,NA,NA
Callum Morton,Right,ST,High,High,63,74,61,49,63,34,66,3,NA,NA,NA,NA,NA,NA
Brazão Teixeira Pedro David,Left,RM,Med,Med,63,75,54,56,72,37,46,3,NA,NA,NA,NA,NA,NA
Ba-Muaka Simakala,Right,CF,Med,Med,63,72,62,58,69,25,58,3,NA,NA,NA,NA,NA,NA
Chang Moo Shin,Left,LM,Med,Med,63,67,58,61,65,44,66,3,NA,NA,NA,NA,NA,NA
Louis Appéré,Right,ST,High,Med,63,72,61,60,63,42,65,3,NA,NA,NA,NA,NA,NA
Ryan Moon,Left,ST,Med,Med,63,77,58,44,65,27,59,3,NA,NA,NA,NA,NA,NA
Tommy Smith,Left,CB,Med,Med,63,48,37,50,52,62,75,2,NA,NA,NA,NA,NA,NA
Jordan Roberts,Left,ST,Med,Low,63,80,62,61,66,47,66,3,NA,NA,NA,NA,NA,NA
Alexis Peña,Right,CB,Med,Med,63,62,41,49,48,64,67,2,NA,NA,NA,NA,NA,NA
Wei Wang,Right,LB,Med,Med,63,73,52,60,63,58,71,3,NA,NA,NA,NA,NA,NA
Vladimir Screciu,Right,CDM,Med,High,63,64,34,56,56,61,62,2,NA,NA,NA,NA,NA,NA
Arthur Zagré,Left,LB,High,Med,63,81,41,57,66,57,44,2,NA,NA,NA,NA,NA,NA
Dae Young Koo,Right,RWB,Med,Med,63,72,38,51,63,58,66,3,NA,NA,NA,NA,NA,NA
Dennis Cirkin,Left,LB,High,Med,63,62,39,50,60,61,58,2,NA,NA,NA,NA,NA,NA
Félix Mathaus,Right,CB,Med,Med,63,67,29,39,49,60,73,2,NA,NA,NA,NA,NA,NA
Tom Boere,Right,ST,Med,Low,63,67,64,52,59,30,74,2,NA,NA,NA,NA,NA,NA
Brandon Hanlan,Right,ST,High,High,63,84,62,48,63,35,70,3,NA,NA,NA,NA,NA,NA
Luke McCormick,Right,CM,High,Med,63,75,57,61,64,54,65,3,NA,NA,NA,NA,NA,NA
Adrian Benedyczak,Right,ST,Med,Med,63,84,57,46,57,29,71,3,NA,NA,NA,NA,NA,NA
Juan Castro,Right,CM,High,High,63,74,50,61,67,60,55,2,NA,NA,NA,NA,NA,NA
Damjan Pavlovic,Right,LB,High,High,63,73,25,55,61,59,70,2,NA,NA,NA,NA,NA,NA
Edi Sylisufaj,Right,ST,Med,Med,63,70,66,48,63,24,68,3,NA,NA,NA,NA,NA,NA
Dimitri Boudaud,Right,RM,Med,Med,63,63,60,64,65,47,57,2,NA,NA,NA,NA,NA,NA
Lukas Malicsek,Right,LB,Med,Med,63,67,40,51,55,61,66,2,NA,NA,NA,NA,NA,NA
Juan Bauza,Right,CAM,Med,Med,63,75,59,62,65,40,68,3,NA,NA,NA,NA,NA,NA
Martin Broberg,Right,RM,Med,Med,63,69,61,62,61,50,63,3,NA,NA,NA,NA,NA,NA
Alex Iacovitti,Left,CB,Med,Med,63,68,35,50,51,61,75,2,NA,NA,NA,NA,NA,NA
Tariq Uwakwe,Left,LWB,Med,Med,63,74,52,55,57,57,62,3,NA,NA,NA,NA,NA,NA
Jack Iredale,Left,LB,Med,Med,63,75,37,51,57,57,63,2,NA,NA,NA,NA,NA,NA
Jonathan Lindseth,Right,CM,Med,Med,63,71,56,60,68,58,67,3,NA,NA,NA,NA,NA,NA
Brek Shea,Left,LM,High,Med,63,66,59,60,62,57,71,3,NA,NA,NA,NA,NA,NA
Barry Maguire,Right,CM,Med,Med,63,69,54,60,61,61,74,2,NA,NA,NA,NA,NA,NA
Kamil Kruk,Right,CB,High,Med,63,60,43,42,45,63,71,2,NA,NA,NA,NA,NA,NA
Marco Weymans,Left,LWB,High,Med,63,79,44,54,62,54,72,2,NA,NA,NA,NA,NA,NA
Viðar Ari Jónsson,Right,RW,Med,Med,63,82,52,58,64,62,61,3,NA,NA,NA,NA,NA,NA
Jannes Van Hecke,Left,CAM,High,Med,63,68,48,63,68,51,48,2,NA,NA,NA,NA,NA,NA
Pierce Sweeney,Right,CB,High,Med,63,68,41,53,59,61,74,2,NA,NA,NA,NA,NA,NA
Fidan Aliti,Left,LB,Med,High,63,66,38,52,56,59,80,2,NA,NA,NA,NA,NA,NA
Yuki Kobayashi,Left,CB,Med,Med,63,59,39,56,56,63,66,2,NA,NA,NA,NA,NA,NA
Mario Müller,Left,LB,High,Med,63,73,39,57,64,57,57,2,NA,NA,NA,NA,NA,NA
Ben Kantarovski,Right,CDM,Med,High,63,68,46,54,59,60,75,2,NA,NA,NA,NA,NA,NA
Jair Díaz,Left,LB,Med,High,63,65,30,52,59,62,64,2,NA,NA,NA,NA,NA,NA
Marcel Hilßner,Left,RW,Med,Med,63,62,65,63,63,49,60,3,NA,NA,NA,NA,NA,NA
Jon Mellish,Left,CM,High,High,63,61,61,59,60,59,73,2,NA,NA,NA,NA,NA,NA
Henrik Heggheim,Right,CB,Med,High,63,67,29,47,52,64,68,2,NA,NA,NA,NA,NA,NA
Patryk Tuszyński,Right,ST,Med,High,63,61,61,59,60,43,65,3,NA,NA,NA,NA,NA,NA
Aidi Fulangxisi,Right,CB,Low,Med,63,70,35,53,58,63,72,2,NA,NA,NA,NA,NA,NA
Bendik Bye,Right,RW,Med,Med,63,67,63,56,62,24,68,3,NA,NA,NA,NA,NA,NA
Daiki Miya,Left,CB,Low,Med,63,51,28,46,47,60,76,2,NA,NA,NA,NA,NA,NA
Michael Akoto,Right,CB,Med,Med,63,71,31,43,49,62,72,2,NA,NA,NA,NA,NA,NA
Niall Canavan,Left,CB,Med,Med,63,51,20,32,41,64,71,2,NA,NA,NA,NA,NA,NA
Robbie McKenzie,Right,CDM,Med,Med,63,61,44,56,56,61,72,2,NA,NA,NA,NA,NA,NA
Hugo Quintana,Right,CM,Med,Med,63,64,56,63,64,53,51,2,NA,NA,NA,NA,NA,NA
Omar Haktab Traoré,Right,RB,High,Med,63,86,40,57,63,55,64,2,NA,NA,NA,NA,NA,NA
Renat Dadashov,Right,ST,High,High,63,65,63,49,59,24,62,3,NA,NA,NA,NA,NA,NA
Gabriel Mutombo,Left,CB,Low,Med,63,36,26,45,41,63,73,2,NA,NA,NA,NA,NA,NA
Lachlan Wales,Right,RW,High,Med,63,89,55,57,61,24,59,2,NA,NA,NA,NA,NA,NA
Jamie Brandon,Right,RB,High,High,63,79,44,58,64,57,63,2,NA,NA,NA,NA,NA,NA
André Becker,Right,ST,Med,Med,63,57,61,40,58,27,74,2,NA,NA,NA,NA,NA,NA
Amir Kurdi,Right,RB,Med,Med,63,71,51,59,59,58,66,2,NA,NA,NA,NA,NA,NA
Douglas Bergqvist,Right,CB,Med,Med,63,53,31,50,54,58,81,2,NA,NA,NA,NA,NA,NA
Nesta Guinness-Walker,Left,LB,High,Med,63,83,31,52,59,58,58,2,NA,NA,NA,NA,NA,NA
Ole Käuper,Left,CM,Med,Med,63,58,57,61,63,57,63,2,NA,NA,NA,NA,NA,NA
Andreas Blomqvist,Right,CM,Low,Med,63,60,65,68,63,49,61,2,NA,NA,NA,NA,NA,NA
Liam Kinsella,Right,CM,Med,High,63,75,53,59,65,64,79,2,NA,NA,NA,NA,NA,NA
Élie Youan,Right,ST,Med,Med,63,73,63,49,64,29,54,3,NA,NA,NA,NA,NA,NA
José Eduardo de Araújo,Right,CM,High,High,63,71,57,63,66,50,76,3,NA,NA,NA,NA,NA,NA
Moussa Diarra,Left,LWB,Med,Med,63,69,31,46,57,61,64,2,NA,NA,NA,NA,NA,NA
Kévin Appin,Right,CDM,High,Low,63,69,55,59,64,62,61,2,NA,NA,NA,NA,NA,NA
Nicholas D'Agostino,Right,ST,High,Med,63,82,57,55,63,36,69,2,NA,NA,NA,NA,NA,NA
Malvind Benning,Left,LB,High,Med,63,75,58,59,62,57,69,4,NA,NA,NA,NA,NA,NA
Young Bin Kim,Right,CB,Low,High,63,66,26,49,45,61,73,2,NA,NA,NA,NA,NA,NA
Thomas Basila,Right,CB,Med,Med,63,53,32,48,48,63,67,2,NA,NA,NA,NA,NA,NA
Max Watters,Right,ST,Med,Med,63,75,62,48,62,20,62,3,NA,NA,NA,NA,NA,NA
Lasse Jürgensen,Left,CB,Low,High,63,59,24,43,51,62,72,2,NA,NA,NA,NA,NA,NA
Rahman Bugra Çagiran,Right,LB,Low,Med,63,46,41,59,58,65,59,2,NA,NA,NA,NA,NA,NA
Johan Mårtensson,Left,CM,Low,Med,63,62,44,61,61,60,72,3,NA,NA,NA,NA,NA,NA
Geon Woong Kim,Right,CDM,Med,Med,63,62,48,55,59,58,70,2,NA,NA,NA,NA,NA,NA
Raúl Alberto Lozano,Right,RB,Med,Med,63,73,39,52,61,58,60,2,NA,NA,NA,NA,NA,NA
Tobias Kraulich,Left,CB,Med,Med,63,51,40,50,50,61,69,2,NA,NA,NA,NA,NA,NA
Kieron Morris,Left,RM,High,Med,63,71,62,56,66,47,68,3,NA,NA,NA,NA,NA,NA
Tom James,Right,RB,Med,High,63,72,55,58,60,59,69,2,NA,NA,NA,NA,NA,NA
Nico Granatowski,Right,LW,Med,Med,63,77,59,54,65,40,69,3,NA,NA,NA,NA,NA,NA
Tate Russell,Right,RWB,High,Med,63,76,39,56,60,55,63,2,NA,NA,NA,NA,NA,NA
Dilane Bakwa,Right,LW,Med,Low,63,78,52,57,68,30,56,2,NA,NA,NA,NA,NA,NA
Cillian Sheridan,Left,ST,Med,Low,63,72,60,56,58,25,72,3,NA,NA,NA,NA,NA,NA
Samy Benchamma,Right,CDM,Med,Med,63,70,54,61,67,58,64,2,NA,NA,NA,NA,NA,NA
Carlos Gracia,Right,CB,Med,Med,63,63,29,48,54,60,67,2,NA,NA,NA,NA,NA,NA
Malaly Dembélé,Right,ST,Med,Low,63,80,65,46,60,21,59,2,NA,NA,NA,NA,NA,NA
Yannick Osée,Right,CB,High,Med,63,73,32,42,45,64,74,2,NA,NA,NA,NA,NA,NA
Tsuyoshi Ogashiwa,Right,CF,High,Med,63,71,62,57,66,21,48,2,NA,NA,NA,NA,NA,NA
Peter Pawlett,Right,CM,High,Med,63,78,60,63,66,55,67,3,NA,NA,NA,NA,NA,NA
Erik Hurtado,Right,ST,High,Med,62,83,62,51,59,33,62,2,NA,NA,NA,NA,NA,NA
Jake Taylor,Right,CM,High,High,62,71,58,60,64,55,63,2,NA,NA,NA,NA,NA,NA
Mohammed Mohsen Harzan,Right,LM,Med,Med,62,74,47,57,67,39,52,3,NA,NA,NA,NA,NA,NA
Batista Mendy,Right,CDM,Med,High,62,57,40,55,49,63,70,2,NA,NA,NA,NA,NA,NA
Omar Campos,Left,LM,High,Med,62,76,55,54,65,52,47,2,NA,NA,NA,NA,NA,NA
Kristinsson,Left,ST,Med,Med,62,66,61,58,65,39,58,3,NA,NA,NA,NA,NA,NA
Chang Yong Lee,Right,CB,Med,High,62,57,33,51,56,60,72,2,NA,NA,NA,NA,NA,NA
Santiago Simón,Right,RW,High,Med,62,70,55,58,65,39,49,2,NA,NA,NA,NA,NA,NA
Moataz Zemzemi,Left,LM,Med,Low,62,75,48,57,69,35,47,3,NA,NA,NA,NA,NA,NA
Christian Kinsombi,Right,RM,Med,Med,62,82,42,56,65,31,58,3,NA,NA,NA,NA,NA,NA
Alaa Bakir,Right,CAM,Med,Med,62,73,53,60,69,31,58,3,NA,NA,NA,NA,NA,NA
Exequiel Zeballos,Right,RM,High,Low,62,77,53,54,68,31,40,3,NA,NA,NA,NA,NA,NA
Kosuke Kinoshita,Right,ST,Med,Med,62,64,61,49,62,24,71,3,NA,NA,NA,NA,NA,NA
Harry McKirdy,Right,LW,Med,Low,62,83,57,56,65,31,46,3,NA,NA,NA,NA,NA,NA
Tim Maciejewski,Right,RW,High,Low,62,80,60,54,65,27,58,2,NA,NA,NA,NA,NA,NA
Meritan Shabani,Right,CAM,High,Med,62,68,54,62,65,35,55,3,NA,NA,NA,NA,NA,NA
Juan Córdova,Right,RB,High,Med,62,76,39,61,60,56,53,2,NA,NA,NA,NA,NA,NA
Bartosz Bida,Right,LM,High,Med,62,83,62,54,60,21,55,3,NA,NA,NA,NA,NA,NA
Steven Luštica,Right,CM,Med,Med,62,57,59,62,60,48,66,2,NA,NA,NA,NA,NA,NA
Ryoma Kida,Left,LM,Med,Med,62,78,50,58,66,40,52,2,NA,NA,NA,NA,NA,NA
Ariel Lassiter,Left,RM,High,Low,62,79,65,55,64,24,51,3,NA,NA,NA,NA,NA,NA
Ousmane Ndong,Right,CB,Med,Med,62,52,30,45,45,61,71,2,NA,NA,NA,NA,NA,NA
Maximilian Breunig,Right,ST,Med,Med,62,66,61,45,63,22,65,2,NA,NA,NA,NA,NA,NA
Ayoub Assal,Right,CAM,Med,Med,62,82,56,59,66,36,47,3,NA,NA,NA,NA,NA,NA
Abdulrahman Al Ghamdi,Left,RM,Med,Low,62,72,66,58,65,37,63,3,NA,NA,NA,NA,NA,NA
Tim Lemperle,Right,RM,Med,Med,62,67,59,56,65,31,57,2,NA,NA,NA,NA,NA,NA
Javier Trauco,Right,LW,High,Low,62,70,56,56,65,36,63,4,NA,NA,NA,NA,NA,NA
David Philipp,Right,LM,Med,Low,62,77,60,57,67,39,53,3,NA,NA,NA,NA,NA,NA
Emmanuel Osadebe,Right,CAM,High,Med,62,83,56,59,64,52,73,3,NA,NA,NA,NA,NA,NA
Souleymane Aw,Left,LB,Med,Med,62,73,30,49,59,57,61,2,NA,NA,NA,NA,NA,NA
Josh Eccles,Right,CDM,Med,Med,62,72,46,60,62,57,65,2,NA,NA,NA,NA,NA,NA
Brad Walker,Right,CM,High,Med,62,67,57,58,64,59,70,2,NA,NA,NA,NA,NA,NA
Christian Viet,Right,CDM,Med,Med,62,67,32,57,58,60,63,2,NA,NA,NA,NA,NA,NA
Shola Shoretire,Right,RM,Med,Med,62,72,56,56,66,37,55,3,NA,NA,NA,NA,NA,NA
Noah Plume,Right,CDM,Low,High,62,60,50,54,53,62,69,2,NA,NA,NA,NA,NA,NA
Osama Al Khalaf,Right,RB,High,Med,62,76,46,60,63,54,68,3,NA,NA,NA,NA,NA,NA
Terry Taylor,Left,CDM,Med,Med,62,63,48,57,59,60,64,2,NA,NA,NA,NA,NA,NA
Eden Massouema,Right,CM,Med,Med,62,60,48,59,62,61,65,2,NA,NA,NA,NA,NA,NA
